tokens,tags,valid
Ada tempat Taman Hiburan di Semarang dengan harga di bawah 100rb,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Tahu nggak tempat Bahari yang ratingnya 3.5 di Semarang,O O O B-CATEGORY O O B-RATING O O,True
Ada tempat Taman Hiburan di Bandung dengan harga di bawah 15000,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Aku mau ke Yogyakarta dan pengen tempat wisata Pusat Perbelanjaan dengan rating 4.5,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Tahu nggak tempat Tempat Ibadah yang ratingnya 5 di Bandung,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Tahu nggak tempat Pusat Perbelanjaan yang ratingnya 3.5 di Semarang,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Tahu nggak tempat Tempat Ibadah yang ratingnya 4.5 di Yogyakarta,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Ada tempat Pusat Perbelanjaan di Yogyakarta dengan harga di bawah 15rb,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Rekomendasi wisata Tempat Ibadah di Jakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Saya ingin ke Semarang dan mencari wisata Cagar Alam,O O O B-CITY O O O O O,True
Aku mau ke Jakarta dan pengen tempat wisata Bahari dengan rating 3.5,O O O B-CITY O O O O B-CATEGORY O O O,True
Aku mau ke Semarang dan pengen tempat wisata Bahari dengan rating bagus,O O O B-CITY O O O O B-CATEGORY O O O,True
Saya ingin ke Jakarta dan mencari wisata Cagar Alam,O O O B-CITY O O O O O,True
Rekomendasi wisata Tempat Ibadah di Yogyakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Saya ingin ke Surabaya dan mencari wisata Tempat Ibadah,O O O B-CITY O O O O O,True
Aku mau ke Bandung dan pengen tempat wisata Bahari dengan rating 5,O O O B-CITY O O O O B-CATEGORY O O O,True
Aku mau ke Jakarta dan pengen tempat wisata Pusat Perbelanjaan dengan rating 3.5,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Saya ingin ke Jakarta dan mencari wisata Cagar Alam,O O O B-CITY O O O O O,True
Saya ingin ke Surabaya dan mencari wisata Cagar Alam,O O O B-CITY O O O O O,True
Aku mau ke Bandung dan pengen tempat wisata Pusat Perbelanjaan dengan rating bagus,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Ada tempat Cagar Alam di Bandung dengan harga di bawah 20k,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Tahu nggak tempat Tempat Ibadah yang ratingnya 3.5 di Bandung,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Tahu nggak tempat Tempat Ibadah yang ratingnya 3.5 di Jakarta,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Rekomendasi wisata Tempat Ibadah di Yogyakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Saya ingin ke Bandung dan mencari wisata Tempat Ibadah,O O O B-CITY O O O O O,True
Aku mau ke Semarang dan pengen tempat wisata Taman Hiburan dengan rating 5,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Ada tempat Cagar Alam di Surabaya dengan harga di bawah 20k,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Saya ingin ke Yogyakarta dan mencari wisata Tempat Ibadah,O O O B-CITY O O O O O,True
Rekomendasi wisata Taman Hiburan di Surabaya dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Tahu nggak tempat Bahari yang ratingnya 5 di Yogyakarta,O O O B-CATEGORY O O B-RATING O O,True
Rekomendasi wisata Cagar Alam di Semarang dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Saya ingin ke Bandung dan mencari wisata Tempat Ibadah,O O O B-CITY O O O O O,True
Rekomendasi wisata Bahari di Yogyakarta dong yang bagus,O O B-CATEGORY O B-CITY O O O,True
Ada tempat Cagar Alam di Jakarta dengan harga di bawah 15rb,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Saya ingin ke Surabaya dan mencari wisata Tempat Ibadah,O O O B-CITY O O O O O,True
Ada tempat Taman Hiburan di Surabaya dengan harga di bawah 20k,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Ada tempat Bahari di Bandung dengan harga di bawah 20000,O O B-CATEGORY O B-CITY O O O O O,True
Tahu nggak tempat Cagar Alam yang ratingnya 5 di Surabaya,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Ada tempat Tempat Ibadah di Surabaya dengan harga di bawah 25rb,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Tahu nggak tempat Bahari yang ratingnya 4 di Yogyakarta,O O O B-CATEGORY O O B-RATING O O,True
Saya ingin ke Surabaya dan mencari wisata Bahari,O O O B-CITY O O O O,True
Saya ingin ke Jakarta dan mencari wisata Bahari,O O O B-CITY O O O O,True
Ada tempat Tempat Ibadah di Surabaya dengan harga di bawah 20k,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Ada tempat Bahari di Yogyakarta dengan harga di bawah 100rb,O O B-CATEGORY O B-CITY O O O O O,True
Ada tempat Bahari di Bandung dengan harga di bawah 25rb,O O B-CATEGORY O B-CITY O O O O O,True
Aku mau ke Bandung dan pengen tempat wisata Pusat Perbelanjaan dengan rating 3.5,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Rekomendasi wisata Bahari di Surabaya dong yang bagus,O O B-CATEGORY O B-CITY O O O,True
Tahu nggak tempat Bahari yang ratingnya 4 di Jakarta,O O O B-CATEGORY O O B-RATING O O,True
Aku mau ke Bandung dan pengen tempat wisata Taman Hiburan dengan rating 3.5,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Ada tempat Tempat Ibadah di Surabaya dengan harga di bawah 15rb,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Rekomendasi wisata Tempat Ibadah di Surabaya dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Tahu nggak tempat Pusat Perbelanjaan yang ratingnya 4 di Jakarta,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Aku mau ke Semarang dan pengen tempat wisata Bahari dengan rating 3.5,O O O B-CITY O O O O B-CATEGORY O O O,True
Saya ingin ke Surabaya dan mencari wisata Tempat Ibadah,O O O B-CITY O O O O O,True
Rekomendasi wisata Tempat Ibadah di Surabaya dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Tahu nggak tempat Taman Hiburan yang ratingnya 4.5 di Semarang,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Rekomendasi wisata Pusat Perbelanjaan di Bandung dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Rekomendasi wisata Tempat Ibadah di Semarang dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Tahu nggak tempat Bahari yang ratingnya 5 di Bandung,O O O B-CATEGORY O O B-RATING O O,True
Rekomendasi wisata Cagar Alam di Surabaya dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Rekomendasi wisata Cagar Alam di Semarang dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Tahu nggak tempat Tempat Ibadah yang ratingnya bagus di Semarang,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Rekomendasi wisata Pusat Perbelanjaan di Bandung dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Tahu nggak tempat Bahari yang ratingnya 4.5 di Bandung,O O O B-CATEGORY O O B-RATING O O,True
Rekomendasi wisata Taman Hiburan di Bandung dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Saya ingin ke Jakarta dan mencari wisata Tempat Ibadah,O O O B-CITY O O O O O,True
Saya ingin ke Surabaya dan mencari wisata Taman Hiburan,O O O B-CITY O O O O O,True
Rekomendasi wisata Taman Hiburan di Surabaya dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Aku mau ke Yogyakarta dan pengen tempat wisata Tempat Ibadah dengan rating 3.5,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Ada tempat Pusat Perbelanjaan di Surabaya dengan harga di bawah 20k,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Aku mau ke Jakarta dan pengen tempat wisata Tempat Ibadah dengan rating 4.5,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Tahu nggak tempat Bahari yang ratingnya 5 di Yogyakarta,O O O B-CATEGORY O O B-RATING O O,True
Ada tempat Bahari di Semarang dengan harga di bawah 25rb,O O B-CATEGORY O B-CITY O O O O O,True
Aku mau ke Bandung dan pengen tempat wisata Bahari dengan rating bagus,O O O B-CITY O O O O B-CATEGORY O O O,True
Saya ingin ke Surabaya dan mencari wisata Tempat Ibadah,O O O B-CITY O O O O O,True
Rekomendasi wisata Taman Hiburan di Surabaya dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Ada tempat Bahari di Surabaya dengan harga di bawah 20k,O O B-CATEGORY O B-CITY O O O O O,True
Ada tempat Pusat Perbelanjaan di Semarang dengan harga di bawah 20k,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Aku mau ke Surabaya dan pengen tempat wisata Tempat Ibadah dengan rating 4,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Saya ingin ke Yogyakarta dan mencari wisata Cagar Alam,O O O B-CITY O O O O O,True
Rekomendasi wisata Taman Hiburan di Yogyakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Saya ingin ke Yogyakarta dan mencari wisata Cagar Alam,O O O B-CITY O O O O O,True
Rekomendasi wisata Tempat Ibadah di Semarang dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Tahu nggak tempat Pusat Perbelanjaan yang ratingnya 4 di Surabaya,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Saya ingin ke Semarang dan mencari wisata Pusat Perbelanjaan,O O O B-CITY O O O O O,True
Saya ingin ke Yogyakarta dan mencari wisata Bahari,O O O B-CITY O O O O,True
Saya ingin ke Jakarta dan mencari wisata Bahari,O O O B-CITY O O O O,True
Tahu nggak tempat Pusat Perbelanjaan yang ratingnya bagus di Yogyakarta,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Aku mau ke Jakarta dan pengen tempat wisata Cagar Alam dengan rating 4,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Tahu nggak tempat Tempat Ibadah yang ratingnya 4 di Surabaya,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Rekomendasi wisata Cagar Alam di Jakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Ada tempat Tempat Ibadah di Yogyakarta dengan harga di bawah 5000,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Rekomendasi wisata Bahari di Jakarta dong yang bagus,O O B-CATEGORY O B-CITY O O O,True
Aku mau ke Semarang dan pengen tempat wisata Taman Hiburan dengan rating 4.5,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Rekomendasi wisata Cagar Alam di Bandung dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Aku mau ke Yogyakarta dan pengen tempat wisata Bahari dengan rating 3.5,O O O B-CITY O O O O B-CATEGORY O O O,True
Rekomendasi wisata Pusat Perbelanjaan di Semarang dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Aku mau ke Surabaya dan pengen tempat wisata Tempat Ibadah dengan rating 4.5,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Ada tempat Bahari di Surabaya dengan harga di bawah 25000,O O B-CATEGORY O B-CITY O O O O O,True
Ada tempat Tempat Ibadah di Semarang dengan harga di bawah 20000,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Aku mau ke Bandung dan pengen tempat wisata Cagar Alam dengan rating bagus,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Ada tempat Tempat Ibadah di Semarang dengan harga di bawah 100rb,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Tahu nggak tempat Pusat Perbelanjaan yang ratingnya 4.5 di Semarang,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Tahu nggak tempat Cagar Alam yang ratingnya 4.5 di Bandung,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Saya ingin ke Jakarta dan mencari wisata Taman Hiburan,O O O B-CITY O O O O O,True
Saya ingin ke Surabaya dan mencari wisata Cagar Alam,O O O B-CITY O O O O O,True
Ada tempat Taman Hiburan di Bandung dengan harga di bawah 15000,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Tahu nggak tempat Tempat Ibadah yang ratingnya 3.5 di Yogyakarta,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Aku mau ke Surabaya dan pengen tempat wisata Taman Hiburan dengan rating 5,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Saya ingin ke Jakarta dan mencari wisata Tempat Ibadah,O O O B-CITY O O O O O,True
Saya ingin ke Semarang dan mencari wisata Tempat Ibadah,O O O B-CITY O O O O O,True
Rekomendasi wisata Pusat Perbelanjaan di Surabaya dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Aku mau ke Semarang dan pengen tempat wisata Pusat Perbelanjaan dengan rating 3.5,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Ada tempat Cagar Alam di Surabaya dengan harga di bawah 20000,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Tahu nggak tempat Bahari yang ratingnya 5 di Jakarta,O O O B-CATEGORY O O B-RATING O O,True
Ada tempat Tempat Ibadah di Bandung dengan harga di bawah 15rb,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Aku mau ke Surabaya dan pengen tempat wisata Tempat Ibadah dengan rating 5,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Saya ingin ke Jakarta dan mencari wisata Pusat Perbelanjaan,O O O B-CITY O O O O O,True
Aku mau ke Semarang dan pengen tempat wisata Bahari dengan rating 4.5,O O O B-CITY O O O O B-CATEGORY O O O,True
Rekomendasi wisata Bahari di Semarang dong yang bagus,O O B-CATEGORY O B-CITY O O O,True
Rekomendasi wisata Taman Hiburan di Surabaya dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Rekomendasi wisata Pusat Perbelanjaan di Jakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Rekomendasi wisata Tempat Ibadah di Bandung dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Saya ingin ke Semarang dan mencari wisata Cagar Alam,O O O B-CITY O O O O O,True
Saya ingin ke Bandung dan mencari wisata Taman Hiburan,O O O B-CITY O O O O O,True
Aku mau ke Yogyakarta dan pengen tempat wisata Tempat Ibadah dengan rating 4,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Aku mau ke Surabaya dan pengen tempat wisata Pusat Perbelanjaan dengan rating 4.5,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Ada tempat Taman Hiburan di Yogyakarta dengan harga di bawah 25000,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Aku mau ke Yogyakarta dan pengen tempat wisata Cagar Alam dengan rating 3.5,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Rekomendasi wisata Bahari di Surabaya dong yang bagus,O O B-CATEGORY O B-CITY O O O,True
Saya ingin ke Yogyakarta dan mencari wisata Bahari,O O O B-CITY O O O O,True
Saya ingin ke Jakarta dan mencari wisata Pusat Perbelanjaan,O O O B-CITY O O O O O,True
Rekomendasi wisata Cagar Alam di Yogyakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Ada tempat Pusat Perbelanjaan di Semarang dengan harga di bawah 20k,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Tahu nggak tempat Tempat Ibadah yang ratingnya bagus di Semarang,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Aku mau ke Yogyakarta dan pengen tempat wisata Tempat Ibadah dengan rating 4,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Tahu nggak tempat Pusat Perbelanjaan yang ratingnya 5 di Jakarta,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Tahu nggak tempat Tempat Ibadah yang ratingnya bagus di Semarang,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Rekomendasi wisata Pusat Perbelanjaan di Jakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Rekomendasi wisata Tempat Ibadah di Yogyakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Saya ingin ke Jakarta dan mencari wisata Taman Hiburan,O O O B-CITY O O O O O,True
Rekomendasi wisata Tempat Ibadah di Bandung dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Saya ingin ke Bandung dan mencari wisata Taman Hiburan,O O O B-CITY O O O O O,True
Ada tempat Pusat Perbelanjaan di Semarang dengan harga di bawah 5000,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Tahu nggak tempat Taman Hiburan yang ratingnya 4 di Jakarta,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Ada tempat Taman Hiburan di Semarang dengan harga di bawah 5000,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Rekomendasi wisata Taman Hiburan di Yogyakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Rekomendasi wisata Tempat Ibadah di Bandung dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Aku mau ke Bandung dan pengen tempat wisata Tempat Ibadah dengan rating 3.5,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Saya ingin ke Jakarta dan mencari wisata Pusat Perbelanjaan,O O O B-CITY O O O O O,True
Aku mau ke Semarang dan pengen tempat wisata Taman Hiburan dengan rating 4,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Aku mau ke Jakarta dan pengen tempat wisata Bahari dengan rating 4.5,O O O B-CITY O O O O B-CATEGORY O O O,True
Tahu nggak tempat Taman Hiburan yang ratingnya 4.5 di Yogyakarta,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Tahu nggak tempat Tempat Ibadah yang ratingnya bagus di Yogyakarta,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Saya ingin ke Jakarta dan mencari wisata Bahari,O O O B-CITY O O O O,True
Ada tempat Bahari di Surabaya dengan harga di bawah 15000,O O B-CATEGORY O B-CITY O O O O O,True
Tahu nggak tempat Bahari yang ratingnya 4 di Surabaya,O O O B-CATEGORY O O B-RATING O O,True
Saya ingin ke Surabaya dan mencari wisata Bahari,O O O B-CITY O O O O,True
Rekomendasi wisata Pusat Perbelanjaan di Yogyakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Tahu nggak tempat Bahari yang ratingnya 5 di Surabaya,O O O B-CATEGORY O O B-RATING O O,True
Saya ingin ke Jakarta dan mencari wisata Taman Hiburan,O O O B-CITY O O O O O,True
Rekomendasi wisata Tempat Ibadah di Yogyakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Rekomendasi wisata Pusat Perbelanjaan di Jakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Saya ingin ke Surabaya dan mencari wisata Taman Hiburan,O O O B-CITY O O O O O,True
Rekomendasi wisata Pusat Perbelanjaan di Yogyakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Aku mau ke Bandung dan pengen tempat wisata Pusat Perbelanjaan dengan rating bagus,O O O B-CITY O O O O B-CATEGORY I-CATEGORY O O O,True
Ada tempat Cagar Alam di Yogyakarta dengan harga di bawah 20000,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Ada tempat Bahari di Yogyakarta dengan harga di bawah 25rb,O O B-CATEGORY O B-CITY O O O O O,True
Saya ingin ke Jakarta dan mencari wisata Cagar Alam,O O O B-CITY O O O O O,True
Rekomendasi wisata Pusat Perbelanjaan di Surabaya dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Tahu nggak tempat Pusat Perbelanjaan yang ratingnya 4 di Semarang,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Rekomendasi wisata Pusat Perbelanjaan di Surabaya dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Rekomendasi wisata Bahari di Bandung dong yang bagus,O O B-CATEGORY O B-CITY O O O,True
Aku mau ke Jakarta dan pengen tempat wisata Bahari dengan rating 4.5,O O O B-CITY O O O O B-CATEGORY O O O,True
Saya ingin ke Surabaya dan mencari wisata Bahari,O O O B-CITY O O O O,True
Tahu nggak tempat Pusat Perbelanjaan yang ratingnya 5 di Surabaya,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Tahu nggak tempat Cagar Alam yang ratingnya bagus di Jakarta,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Ada tempat Taman Hiburan di Jakarta dengan harga di bawah 20000,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Tahu nggak tempat Pusat Perbelanjaan yang ratingnya 4.5 di Surabaya,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Tahu nggak tempat Cagar Alam yang ratingnya bagus di Surabaya,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Rekomendasi wisata Taman Hiburan di Surabaya dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Ada tempat Pusat Perbelanjaan di Semarang dengan harga di bawah 15rb,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Ada tempat Tempat Ibadah di Yogyakarta dengan harga di bawah 5000,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Saya ingin ke Semarang dan mencari wisata Pusat Perbelanjaan,O O O B-CITY O O O O O,True
Rekomendasi wisata Pusat Perbelanjaan di Jakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Ada tempat Cagar Alam di Surabaya dengan harga di bawah 15rb,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O,True
Tahu nggak tempat Taman Hiburan yang ratingnya 5 di Semarang,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
Rekomendasi wisata Bahari di Bandung dong yang bagus,O O B-CATEGORY O B-CITY O O O,True
Rekomendasi wisata Cagar Alam di Semarang dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Saya ingin ke Semarang dan mencari wisata Tempat Ibadah,O O O B-CITY O O O O O,True
Rekomendasi wisata Taman Hiburan di Bandung dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Rekomendasi wisata Taman Hiburan di Bandung dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Rekomendasi wisata Cagar Alam di Yogyakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Ada tempat Bahari di Yogyakarta dengan harga di bawah 20000,O O B-CATEGORY O B-CITY O O O O O,True
Rekomendasi wisata Pusat Perbelanjaan di Yogyakarta dong yang bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O,True
Tahu nggak tempat Cagar Alam yang ratingnya 5 di Semarang,O O O B-CATEGORY I-CATEGORY O O B-RATING O O,True
